,STATUS,UniqueIssues,Issues,Reassignments,AVG_DAY,MAX_DAYS,MIN_DAYS
182,Needs SR feedback,,,,,,
183,Needs SR feedback,,,,,,
184,Needs SR feedback,,,,,,
185,Needs SR feedback,,,,,,
186,Needs SR feedback,,,,,,
187,Needs SR feedback,,,,,,
188,Needs SR feedback,,,,,,
189,Needs SR feedback,,,,,,
190,Needs SR feedback,,,,,,
191,Needs SR feedback,,,,,,
192,Needs SR feedback,,,,,,
193,Needs SR feedback,,,,,,
194,Needs SR feedback,,,,,,
195,Needs SR feedback,,,,,,
196,Needs SR feedback,,,,,,
