,STATUS,UniqueIssues,Issues,Reassignments,AVG_DAY,MAX_DAYS,MIN_DAYS
165,Work in Progress,1.0,1.0,1.0,126.342569444444,126.342569,126.342569
166,Work in Progress,,,,,,
167,Work in Progress,,,,,,
168,Work in Progress,,,,,,
169,Work in Progress,,,,,,
170,Work in Progress,,,,,,
171,Work in Progress,,,,,,
172,Work in Progress,,,,,,
173,Work in Progress,,,,,,
174,Work in Progress,,,,,,
175,Work in Progress,,,,,,
176,Work in Progress,1.0,1.0,1.0,25.579837962963,25.579838,25.579838
177,Work in Progress,,,,,,
178,Work in Progress,7.0,10.0,10.0,8.165983796296,41.443727,0.000185
179,Work in Progress,,,,,,
180,Work in Progress,,,,,,
181,Work in Progress,1.0,1.0,1.0,127.497928240741,127.497928,127.497928
182,Work in Progress,2.0,2.0,2.0,18.017916666667,36.031065,0.004769
183,Work in Progress,,,,,,
184,Work in Progress,,,,,,
185,Work in Progress,,,,,,
186,Work in Progress,2.0,3.0,3.0,9.768476080243,22.417905,0.000856
187,Work in Progress,,,,,,
188,Work in Progress,,,,,,
189,Work in Progress,,,,,,
190,Work in Progress,,,,,,
191,Work in Progress,,,,,,
192,Work in Progress,,,,,,
193,Work in Progress,,,,,,
194,Work in Progress,,,,,,
195,Work in Progress,,,,,,
196,Work in Progress,,,,,,
