,STATUS,UniqueIssues,Issues,Reassignments,AVG_DAY,MAX_DAYS,MIN_DAYS
168,Development Backlog,,,,,,
169,Development Backlog,2.0,2.0,2.0,239.510659722222,319.414097,159.607222
170,Development Backlog,,,,,,
171,Development Backlog,,,,,,
172,Development Backlog,,,,,,
173,Development Backlog,,,,,,
174,Development Backlog,,,,,,
175,Development Backlog,,,,,,
176,Development Backlog,,,,,,
177,Development Backlog,,,,,,
178,Development Backlog,3.0,3.0,3.0,54.361736111111,123.689919,16.838368
179,Development Backlog,,,,,,
180,Development Backlog,1.0,1.0,1.0,0.000127314815,0.000127,0.000127
181,Development Backlog,,,,,,
182,Development Backlog,,,,,,
183,Development Backlog,,,,,,
184,Development Backlog,,,,,,
185,Development Backlog,,,,,,
186,Development Backlog,,,,,,
187,Development Backlog,,,,,,
188,Development Backlog,,,,,,
189,Development Backlog,,,,,,
190,Development Backlog,,,,,,
191,Development Backlog,,,,,,
192,Development Backlog,8.0,8.0,8.0,95.044011863426,277.44441,20.465243
193,Development Backlog,1.0,1.0,1.0,6.335428240741,6.335428,6.335428
194,Development Backlog,,,,,,
195,Development Backlog,,,,,,
196,Development Backlog,,,,,,
