Issue id,Issue Type,Status,Priority,Changelog Count,Comments Count,Watch Count,Date Created,Days to date
00e28c5406421419ee8b3cce2fc2b0ef9914fa4e3bd22ff8c4e5b9e1efcc6365,Bug,Pending Review,Major,10,12,5,2019-09-30 17:29:19.484000000,100
b3abd7ad3b946b9ea5b40ac3f998b98a3282ac4147dd27e62c51aee633c430a1,Bug,Development Backlog,Minor,10,5,5,2019-05-12 16:02:01.535000000,241
119a3bfe24ffdc202df4e0496fddf6fd9db6f40e5dfabf16b16fa0a937497bc8,Internal Improvement,Ready for dev,Major,7,7,5,2019-12-04 04:03:28.841000000,35
d44ebd3b50658d80d2904007824934595b02b2a5e1dc2bc885455d125d9567d1,New Feature or Improvement,In Backlog,Major,7,6,5,2019-03-12 13:02:48.447000000,302
a15e7240332db983e3c87b9ef4847ba128f7478abe8aadc717638d3374bf56cd,New Feature or Improvement,In Backlog,Minor,3,5,5,2019-02-18 08:44:44.312000000,324
5e78cfcbc9ac5b8fbf3487b00feb42d674aea53a5a96e8317b5b61b00dc0cf93,Bug,CR On Hold,Trivial,64,9,4,2016-11-11 06:02:32.656000000,1153
f91f4e9e1a6f7b3e45606388917f0ad17dea96093b9b408bffc36b57652fb8a1,New Feature or Improvement,Testing On Hold,Minor,61,11,4,2018-12-05 11:04:36.516000000,399
77da696c0e5f30ffe430af70cdb66e944f65374982c28018caef1fd635f0fa43,Epic,Work in Progress,Major,55,1,4,2019-04-03 13:20:17.401000000,280
f98296b25565c81f0c1f9e0b6450a3103a9a72e8536e23b6bd8b76ebae3145e6,New Feature or Improvement,Needs SR feedback,Major,52,5,4,2018-06-26 11:00:49.227000000,561
6553dfe358fdee3d55f72aba1731ae8f02f0276b4e64d0ce103948bba2fffb67,Epic,Work in Progress,Minor,51,2,4,2019-08-01 14:59:50.990000000,160
0e72b54a1344143332d66aa1ca3242180173c5edc2c4de0534bb279d9e179149,Bug,Review,Major,48,6,4,2018-01-11 07:47:10.495000000,727
08dcd2a0648ec0434fa4da79dd7a7459fa05b5bfe3276f26433da4fc7a75b782,New Feature or Improvement,Development Backlog,Major,43,1,4,2016-09-06 13:35:48.478000000,1219
52cc8317db7d011bcaa61dfb26e10f79457670607138d3bbe517aa5a10e15e29,New Feature or Improvement,Development On Hold,Minor,41,8,4,2019-06-21 07:51:49.005000000,201
13be8b84ae0397a49d31338c9bfdf3a0f2b73fc373afdcdd4cf0efe7595a2786,Internal Improvement,Testing On Hold,Major,40,8,4,2019-07-11 05:21:56.019000000,181
c018dea015c330eaa9ab970263ae788079b9b27cd438d859a05c03b1784d5001,Internal Improvement,Development,Major,39,8,4,2019-11-14 10:08:35.084000000,55
e53e0ce815a26175838cdab8811660a2d6f02f2598cf366f6f9b855523a12e43,Internal Improvement,Testing On Hold,Minor,39,4,4,2019-05-16 07:31:28.782000000,237
262578c22cdabee2db9bf67408d6bcd3b03f091d40ad3384d2f49dfb6e424510,Bug,Needs QA fixes,Major,39,3,4,2019-08-09 04:25:20.102000000,152
590a6436370405c3a6e497acee3bb51d27829f72aa7dc160f9e432487c93e396,New Feature or Improvement,Testing On Hold,Minor,37,2,4,2019-08-09 08:45:39.734000000,152
68e554961bef4a2db17be02cdbc6f7b701e24bc46c0ffa8396aa978e162f5857,Bug,Testing,Major,35,6,4,2019-02-13 10:43:43.532000000,329
e0accbb711eac7a9b905883a94829b6382f2dbaa86c2bdcf4eb30845d66c6b21,Bug,Testing,Major,35,6,4,2019-10-08 20:43:23.850000000,92
445f422de040e1b56654cd6bf3cc4493a4eed592a254cf883396e49eb76c156d,Bug,Testing,Major,35,5,4,2019-10-08 09:54:06.752000000,92
63baae3b12ff01db05192d19af45d146c85532f0d8da193d8caa7d6aad435ef7,Bug,Ready for dev,Critical,35,1,4,2018-11-16 10:33:52.484000000,418
2cc01fb370e0ed0862a1813f6c17f76f18f9579909d711d1b24bd970e9e5532e,Bug,Testing On Hold,Major,34,13,4,2019-09-13 12:25:38.100000000,117
4b11e919e40d20a37ca11b9177d261868394f1575eedcf32bd402f920a1e35ba,Epic,Work in Progress,Major,34,2,4,2019-08-22 08:08:04.432000000,139
1401f149abf61bef7b39f72860855f1bbae000dec57f1e835696d0f65adbd764,Bug,Development Backlog,Minor,33,4,4,2018-07-09 22:19:04.447000000,548
4e14c9c291595f26246f149e45ac1266791b7a92a808f3b6dbaf551df0fec59b,Bug,Testing On Hold,Major,32,14,4,2019-04-01 08:42:11.163000000,282
00ec2fc1c5c35fb185f05f8d9043503fc447e4cc9e4c204d1b9c14152f21cc1b,Epic,Backlog,Minor,32,6,4,2019-06-14 04:41:50.834000000,208
1003f8e92832c35a550a0b7a28ac27e9f2a6d9920d270bb4bc2050aabe33141d,Internal Improvement,Live,Minor,31,9,4,2017-05-24 08:39:42.788000000,959
42001a4b2663f00a386c49302f056e65a147225b841bf448b3f5e509fc697ea2,New Feature or Improvement,Testing,Major,31,4,4,2019-08-21 14:41:42.691000000,140
8dd40883d14742e0d64634e61dd0e3b2d4ac80ac6973465865adda29bb3d4176,Internal Improvement,Spec design,Critical,29,10,4,2018-05-15 13:07:54.722000000,603
d29a5d2a04d38babdfea2e9b1a4b28fe6062a9ec1cb9a631cde87eb3e4401adf,Epic,To-Do,Major,28,4,4,2018-11-19 10:38:49.771000000,415
1dffda49b71ebf65aebe950363dd1cff078d694b297e7287f2d3152965bc83c1,Bug,Live,Major,27,5,4,2017-02-16 14:05:37.236000000,1056
0a9b2041458e5d14cb21585c7b8aa1f5b76a56ddd445119f9bd0783d7d7bfc6c,Internal Improvement,Development Backlog,Trivial,25,9,4,2018-02-22 12:14:32.187000000,685
4f81432f66749803c85d4b6a78df360cc4c3dd03b095771d693dbe8e80a7f591,Epic,Cancelled,Minor,25,3,4,2018-03-15 17:54:01.837000000,664
eba96382b8f1790181d6ec33d052a396ba7461283590719552cf6d23ce88daac,Bug,Ready for dev,Minor,24,8,4,2018-11-12 13:35:51.707000000,422
d4a148f47bc0ec3ee59bb68780944a8e43030a52bbd50fb86b5ad71081fdc690,Bug,Code review,Minor,24,6,4,2019-02-21 10:06:50.988000000,321
4b4be90196548d1e618dec84fbdc5909eed381bd9c7a43fec7b3724ef949a8b7,Bug,Code review,Major,24,5,4,2019-10-14 03:23:33.443000000,86
358887fdc8e7f0f355ac01232353201ca57925d09dd1cc9188e84ff132f89365,Bug,Needs QA fixes,Major,24,4,4,2019-07-05 09:48:46.248000000,187
54d41f4cc46e593c8c6df189e87769c870bf9b2a21363283ccdc291f92396d02,Bug,Ready for dev,Major,24,4,4,2019-09-02 08:18:43.832000000,128
62c348836ccc2b83817b79f789509a9dd001dd6988e73d42e2765e5084619d6c,Bug,Development Backlog,Major,24,3,4,2018-03-19 09:13:05.391000000,660
a53fc8489a08d7c9cece33b4a59ee74523257d3915981a4a158dfe16c87b013e,Bug,Ready for dev,Major,23,8,4,2017-04-10 13:35:17.907000000,1003
f15c399d426fdf6f3e972727e954dd23337c8f8aca066c6fd3816d8e6cfb51de,Epic,Cancelled,Minor,22,8,4,2017-07-03 08:09:14.023000000,919
a46cccdd5210532e295ccd287ce14fd69ca13c6a0d46e98f3f6edc5b4cd06ecf,Bug,Development Backlog,Minor,22,4,4,2018-01-11 19:12:18.992000000,727
899d277c80deae8140f0e5739b24f4f8a5f1a4f5ca05129125ca74acbe36ec0f,New Feature or Improvement,In Backlog,Trivial,22,1,4,2016-10-14 15:48:25.741000000,1181
39a72927669bd7fff4495fd1f66981dc819010e9dcf12f2c7d4c4710da2b74dc,New Feature or Improvement,Needs CR fixes,Major,21,10,4,2019-12-12 04:27:34.851000000,27
d27c707148864f1c6521254c9ed36e4c9de97073a1fa5933af409626337408f5,Internal Improvement,Development Backlog,Minor,21,4,4,2016-11-24 16:33:49.135000000,1140
9750afc3c36b8bcbdd97393dd6a0a975b7df50e7c815f2d9594f6211bf70d20b,Epic,Cancelled,Minor,21,4,4,2015-12-22 19:13:41.294000000,1478
bc54b2acb173c65eb657737f30af491c4f0cf69c4c54c5a4def533695ede2613,New Feature or Improvement,Development,Major,21,3,4,2019-09-03 07:31:40.249000000,127
3260602e44995a4a1a63c9e266e6f195fac16daf105db8b30f8a2b4adea395a1,Bug,Development Backlog,Minor,20,10,4,2018-01-16 05:47:28.277000000,722
2ef5f0eec4557d600800906671c6cf7f950833480cf3abf7b86ad603290e0d05,New Feature or Improvement,Development On Hold,Minor,20,7,4,2017-09-29 08:00:40.828000000,831
a51638e7ac67a3ea409ab325063b2b8b850087ee0bd23ee86f7b351e56f28034,Bug,Development Backlog,Trivial,20,4,4,2018-08-21 04:34:20.582000000,505
ac11bb3b7af80817c279a4c202093e3660675d8c6ce7688ab9b921c58ffda0cc,New Feature or Improvement,In Backlog,Minor,19,10,4,2017-10-23 05:19:32.750000000,807
d4f672794423e9ef7d85fbcaac016d6d38e51533109b078eab8f313a5110faa4,New Feature or Improvement,Development Backlog,Minor,17,12,4,2019-10-17 03:00:44.675000000,83
727b29dfdfcd45b7fd524377bd7cdc5da64b6de5e025343bd63561bf9d7b036a,New Feature or Improvement,Spec design,Minor,17,7,4,2016-08-31 12:12:56.612000000,1225
38fa730e5a95d787d6b7479103ec6e9879f4c85325c1d641c8f878e3bd4a71a7,Internal Improvement,Ready for dev,Major,17,5,4,2018-05-04 08:46:49.095000000,614
b90995910d93e02e480a1e26b908a1173a845c791b326dfa3479b14cefe9035c,Bug,Ready for dev,Major,17,5,4,2019-08-27 13:17:03.220000000,134
85783425ca78825233a9c7b2b74dde24b820bc4f497cfdcd34a68c172a267419,Bug,Development Backlog,Trivial,16,6,4,2019-03-13 16:38:21.488000000,301
d6c3dd8e991b8a7639019e9473837bd8c61df315f70b70121309e543a7e8b263,Bug,Testing,Major,16,5,4,2019-11-08 14:59:02.581000000,61
636c4cadedeeab4359459ed4a53f976aa7bc93e43a82376e306143232feaf7f8,Bug,Development Backlog,Minor,15,4,4,2018-07-10 16:59:36.263000000,547
bcee0c6c9d57c865c01e603764913f8a09960c2dda809c24b2b2b244c01db373,New Feature or Improvement,Ready for dev,Minor,15,1,4,2018-10-22 03:27:13.386000000,443
79da832fe932845ef0e02c78f1afd3cb56ec49e7403b46cea792a3d8f82647c2,Bug,Ready for dev,Minor,14,6,4,2019-10-30 11:52:54.496000000,70
c4622241e2e6d56fab50d20391c3504566927a1dcc6ede8c779959b1b2855eb8,Bug,Development Backlog,Major,14,5,4,2018-07-04 11:31:15.024000000,553
88665c760411b5fde8ef3b5092b3407f6b1d5e1e24bb208e7bd79acbe186322a,Bug,Ready for dev,Minor,14,4,4,2019-04-17 14:11:57.128000000,266
818b4860735062452979b0a53bab3f6279c335dd2ba722b0957dda63432f2c66,Epic,To-Do,Minor,14,4,4,2019-09-06 13:40:16.730000000,124
170ef16058f06c5637ace19a8b00d9f2fec65bf02f8633851c6d37be9d295008,Internal Improvement,Ready for dev,Major,14,2,4,2019-12-16 10:03:04.077000000,23
5eb1540a9f93de5b63d39404d01db736056610b43ce08f5d518792482257deae,Bug,Ready for dev,Trivial,13,5,4,2019-09-18 10:35:00.718000000,112
7d2316b192a9eacf34bcad96a3a0a1d2d7668c24dbe71976857c34230f0cd3b1,New Feature or Improvement,In Backlog,Major,13,5,4,2019-04-30 09:40:27.614000000,253
82148dd16789a565b749dd5c699639b209b46d9879c13f1f1f83dc72d3ae5a6a,Bug,Development Backlog,Minor,13,4,4,2018-05-07 05:18:54.074000000,611
39ac0f1c6a736ce3f86653d556f27c822eb5254ad530c75dfb5dffee79dc26e2,Bug,Development Backlog,Trivial,13,4,4,2018-11-21 03:42:14.719000000,413
87c550f0b74b6c823139511ee1de95fb8377998a007a51997c14f4b7c94f41b4,Bug,Ready for dev,Minor,13,4,4,2018-10-24 19:56:26.079000000,441
3060e2a947f42837ac1990adb45af7fb45f44a695d62facf99cf2962b452a99d,Epic,Cancelled,Minor,13,1,4,2017-03-28 15:54:39.903000000,1016
6be8e68bc6495ec8fb5fcbae0660f7d938fce154d7675d8d462e8e063fe5f72a,Bug,Needs review feedback,Minor,12,11,4,2019-12-19 14:23:30.562000000,20
8553b30ebda38a084cc85fe7f5e2f1e80c0a2843a057250817dbdd654d379f27,Internal Improvement,In Backlog,Major,12,5,4,2018-09-27 10:02:12.742000000,468
a411a5f6b84114422092ba9cc46a41a2f4203663277c48f58fa600709a270587,Bug,Development Backlog,Minor,12,4,4,2018-11-19 12:07:50.140000000,415
528198cb0ab947e4d276f359c91fff5a81f5610e01f426b508696513b15de800,Bug,Ready for dev,Major,12,1,4,2019-01-31 08:46:53.658000000,342
7f53243df62eae8d042cbf389658384f7e8cc8e493b7e7039f2bbacf9b573af5,Bug,Ready for dev,Minor,11,4,4,2019-05-22 05:44:14.177000000,231
d2b1dd9859ef6665afef452f55f4f1eefe1faa866673929ea53b0d29ba227608,New Feature or Improvement,In Backlog,Major,11,3,4,2019-09-17 03:49:19.072000000,113
d8d7ce7a02be7b667147cdab7c963df9745fd5f1ab5c0ddff801fd295049f5ae,New Feature or Improvement,In Backlog,Minor,10,11,4,2018-10-28 21:57:08.819000000,437
450dabf45060572c9439e0dd40707d9e60a6094e4b4e16c1736072ec999ac5fb,Bug,Development Backlog,Minor,10,3,4,2019-05-12 15:11:11.204000000,241
95cdbd64527bad556721fd78ec4c538216ec8159bab6f5323b21fbc616c5536d,New Feature or Improvement,In Backlog,Minor,9,5,4,2017-09-22 18:24:56.914000000,838
444e25c923e6e1ceaaf1552e48ffe2502c1e5e2795f2a99e59aa933959cf3dbe,Bug,Development Backlog,Minor,9,4,4,2018-07-12 15:56:36.676000000,545
a57ff3da3dee2a05a08e8c259a06a432c5c2999ad8e0a6b6fbb2ef4c0a706a27,New Feature or Improvement,In Backlog,Minor,9,4,4,2016-08-17 16:16:29.496000000,1239
1318e4dff5576c2cdffc5e9295d0be4f3824670825966d45793dce0d1e915cf5,Bug,Development Backlog,Trivial,9,4,4,2019-05-30 10:05:01.825000000,223
fc29e6f61a8c2739afdc8250393cf598c968e681eda84f8da2b39cc1cdb79084,New Feature or Improvement,In Backlog,Minor,9,2,4,2018-01-09 19:42:51.178000000,729
413772a14978b6d280a7d481e1b63174ce2c351e88c9336ae881e2f5459d2cc2,New Feature or Improvement,In Backlog,Minor,9,2,4,2017-05-02 18:50:56.555000000,981
0c045eb54bea712749bbf100dc98325903fd90b60a8a82f1ecd156cefd04429e,Epic,Cancelled,Minor,9,1,4,2018-01-23 18:27:54.028000000,715
81bad67c7cb03c9e76ba40625e27a1427160a0ddb63943b33468285969d8d27f,Bug,Development Backlog,Minor,8,6,4,2018-07-26 07:02:34.880000000,531
5e79529caefbeba15a5df8d6c2962773ee37d375ebebfd329cb7c7851018c555,Bug,Ready for dev,Major,8,3,4,2019-07-09 15:47:21.985000000,183
23b945e762871ca391360e78b805dea1f73d5283b322c6a658b08152b69c0361,Internal Improvement,Ready for dev,Major,7,8,4,2019-12-05 03:35:04.708000000,34
34b8759ada748b684ff58b37c3126aac60eace3daa0bfc683d507a5800029925,Bug,Needs review feedback,Major,7,6,4,2019-04-18 10:05:56.225000000,265
09f6ff20ae511969cd6d0392bbae92511c1581da5a56944951459402a5b3399d,New Feature or Improvement,In Backlog,Major,7,4,4,2019-12-02 07:24:34.250000000,37
5e78003b8ac2c8c985fb860794088ffee6cf29b7011156fe121a13d1d0bc4691,Internal Improvement,In Backlog,Major,6,7,4,2019-07-02 21:27:10.262000000,190
a519cf3d576af0cbb8bc060572bbeff3fa1891bfd357df1a58bad5edd473d05d,Internal Improvement,Spec design,Major,6,4,4,2019-04-03 13:26:04.474000000,280
d42c1f193bf3c1825a2fc5c5e779e7ac0ab64a532b3dba80f7735ba2fdef251d,Epic,Cancelled,Minor,6,1,4,2018-01-24 13:38:09.469000000,714
19cc45430c3d4bfcdb5ae5025c18d3095e4141928ae0e205b629ad61f925416c,Bug,Pending Review,Minor,5,10,4,2019-07-10 09:57:11.444000000,182
c339eaaaf43bc494ce3a9b291cfe8f81264fa712f5765b3f7eca24a33a3deca8,New Feature or Improvement,Spec design,Major,5,6,4,2019-07-22 06:11:10.611000000,170
0b8c7d992099d6fc6d36d2d37d63e5e82d0e70dd78f73e8ad8df7802d91b1c27,New Feature or Improvement,In Backlog,Major,5,6,4,2019-12-02 07:33:19.950000000,37
7d63ee3264110345be0ac6bbaa82537c25ba015bec47d724986342d6d38be3c5,Internal Improvement,In Backlog,Major,5,4,4,2019-04-26 05:59:51.037000000,257
4ca3a8cdb4ff8be016ec2b55c83cc7cde0a8a319ddc462cd00d530d2f9e78a4d,Internal Improvement,In Backlog,Major,5,1,4,2019-12-09 01:44:57.330000000,30
76dd581c7eeaf84b910bb5f85bd5d08cc2e07d7da8d2780018c07cb774c626a1,Internal Improvement,In Backlog,Minor,4,3,4,2019-04-01 04:48:58.415000000,282
db1f1a6e660817d091eeae29d76984177b11d7d1c8e2aaed4858d5a2cdbc7386,Epic,To-Do,Minor,3,3,4,2019-09-20 06:53:24.334000000,110
333143d0ea068a5b056ab458d56320d9ece5835253b42b3ac301e88a0c657a36,Internal Improvement,Development Backlog,Minor,3,2,4,2019-08-26 09:59:44.626000000,135
324465b6d4a81bece0c3fdc5313adcde87bc3bf569070f23dfab0d41d9e045df,Internal Improvement,In Backlog,Major,2,4,4,2019-12-05 09:51:37.474000000,34
3c202311b5f6dbed19e414885a6cd4ad97ce5ac2b4fbcf5db4de51479f6c9b18,Internal Improvement,In Backlog,Major,2,2,4,2019-12-17 19:31:58.762000000,22
51c8c3b76bbbabe6c2f147a6e178896f1db644c8a68ed8306273476292b70103,New Feature or Improvement,Development Backlog,Minor,145,4,3,2017-04-06 12:00:18.972000000,1007
859ff288504760e1a64f05dad77b7a93d4f6d0647d501c80a2dbd69398350530,Bug,Development Backlog,Critical,76,2,3,2017-10-26 11:17:10.991000000,804
9a791f7a4ffa0d197019e4441fc5d09f743de37e3cc38692661712ce22bcb729,Bug,Needs CR fixes,Major,75,7,3,2018-12-09 11:15:47.972000000,395
dcfea9d28e4a2db4d125617e6ba440a6d8e0c63e32cbdbb23ff2a43cd9ad48f4,Epic,Work in Progress,Major,73,2,3,2019-01-22 13:33:56.302000000,351
3f7843012ff203062662dfac48ca3d1e467c6bc521ede673c0c0cec46aafbae9,Epic,Work in Progress,Major,65,2,3,2019-10-16 10:02:15.830000000,84
17356c1ddeee7b517c26a019b559e091d1a70815a5b373590ade1e69617bb1fa,Internal Improvement,Testing,Minor,61,4,3,2018-09-13 03:20:48.182000000,482
7e7d6f612c04ec7c3cceeca1813264cde445ccc7a3b45624b16948ab5bdbb010,Epic,Cancelled,Minor,52,1,3,2016-04-19 09:09:11.184000000,1359
84ddaa768be0df0d2d81329784f841d3cb201509bf6fac26f50d6e9526cbe932,Epic,Cancelled,Major,45,4,3,2019-07-02 07:19:32.347000000,190
51bc60555f1da77c91dad42363d54cd57e313cf1ca838c703d2be9826e69cd40,Bug,Testing On Hold,Minor,39,2,3,2019-09-13 10:50:51.863000000,117
5bae9d723a8703ee0263577c8d4a6814a030ba414c90d6fa54c9ee388295503c,Bug,Code review,Minor,38,8,3,2019-07-11 00:40:32.226000000,181
d020877d5d19300808d33c9c3b2f188cc9aa9a96d7dbb9e07d8159302ce8d3da,New Feature or Improvement,Testing On Hold,Major,38,6,3,2019-07-19 05:07:19.241000000,173
27cc02c2c714c1bf932e51318ae69cdb25488deb3ab2d8156128270899f0db39,Epic,Cancelled,Major,37,12,3,2018-03-15 18:30:27.836000000,664
94d540bc6fe607c437a17eada1ec628d334f89663b0a6b9b0f687e7ff13b1743,Internal Improvement,Needs QA fixes,Minor,35,5,3,2019-09-24 09:00:14.527000000,106
aa1d9afe118bcc6b9382aec01fe64ef1d91db0c30b2256792d40776aa063b21f,Bug,Needs QA fixes,Minor,34,2,3,2018-12-18 07:32:16.664000000,386
750ffe990b7a075dfa3178cb732b50b3d43ea8c943485f60345a48c3da66a793,New Feature or Improvement,Development Backlog,Minor,33,10,3,2015-07-15 06:06:06.068000000,1638
eeeda0f570e0be50a6e8b31799312cee315dcc4b0d7f8d0534fac72d917a706a,Internal Improvement,Testing On Hold,Minor,33,5,3,2019-09-05 05:23:06.478000000,125
bbb915644a96efcef7a7885d2276b51de8453c9c4daf02e052428bfa594e7ffc,New Feature or Improvement,Development Backlog,Minor,32,5,3,2017-12-08 15:43:27.566000000,761
9512346fef34ab6db41d0c30ea83006d531cf7d6827e9e95604e5843e40a12d5,Epic,Work in Progress,Major,32,2,3,2018-11-15 16:31:59.145000000,419
3eb718a20f77d7eb06284df9b373069cc25a15d6da0fc19f75ed219f50c715ac,Internal Improvement,Testing,Minor,29,6,3,2019-10-21 07:42:42.966000000,79
7fda12c8261ed52080a3f4f910209e07f7452ce63d5b36005489c1ab66fe7e73,New Feature or Improvement,Development Backlog,Major,29,2,3,2018-02-17 06:00:12.144000000,690
57d4fea9d781c6c5e7339cc1152d7b96172e8bc14e12b7cb5c6bdfba91f85203,Internal Improvement,Testing,Minor,28,7,3,2019-11-20 11:14:37.806000000,49
a9c0349d51e227ae8988d85073bb1d54bceef514bd49af22b94dc82c4fd947bc,Bug,Needs QA fixes,Major,27,2,3,2018-03-15 10:11:00.919000000,664
4ce866f9f0220d97ffe2b7cacd6c97a3cb71077b045a0819a4c7345a3007fbbc,New Feature or Improvement,In Backlog,Minor,27,1,3,2018-10-15 07:06:32.194000000,450
eb840b9352cf58793eb2de97bb4d965b6d9384bd1fe15001100394282cd986bf,Bug,Development On Hold,Minor,26,9,3,2018-12-05 13:40:13.675000000,399
5893e470df7eca1bf30449d621eeb40566d8c699d109349a7a93e2b670c293e8,Bug,Development,Major,26,6,3,2019-08-27 04:14:05.013000000,134
2aa2a3ebc025e5ab881a2c6b5109aaf74e3acd9527dcb20400a33ec9348e5097,Bug,Testing,Minor,26,6,3,2019-05-16 07:39:23.206000000,237
b826ef8974ba32e337cd09f749d604868591e3707c4d104487b91b4b2e968783,New Feature or Improvement,Needs CR fixes,Minor,26,2,3,2019-02-26 05:24:29.372000000,316
1e3435e0c9de83a0df6e318d4c0f72ce4af1d0a6bdc3d6821f6421a62a6404e8,Internal Improvement,Spec design,Minor,25,17,3,2016-06-01 16:48:07.979000000,1316
6dcc336ede7f44e2e6e362dc17fb552d84f30262ea638909f63896d1eee96936,Internal Improvement,In Backlog,Minor,25,5,3,2018-04-17 07:27:11.521000000,631
8f2f884adf9193c711e5ab530ffb42e780797ec74ca3920a2306b37cde9a404c,New Feature or Improvement,Development,Major,25,4,3,2019-08-08 10:59:32.762000000,153
832302e6c4ed0dfcc5b25a6a226e5193250a71364f8f5e89eca0b46240102e97,Bug,Development Backlog,Major,25,3,3,2018-10-11 14:42:41.385000000,454
4265cd161ac11256a2f2488f31dc9110343e01a36c186d5e77a85375271acf44,Bug,Testing On Hold,Major,25,2,3,2019-09-09 05:20:40.982000000,121
b01712193d77675cd4f267a2dfe0c9fa5b2aab705aa8b0ed41c0167796795d73,Epic,Cancelled,Major,24,3,3,2018-08-21 17:55:10.236000000,505
24eac0793bebb5a25f6f9c3d5dc38ffa99350665b5592ed315b6d3cc48c29c1a,Internal Improvement,CR On Hold,Minor,24,2,3,2019-07-22 04:19:32.655000000,170
81e73bd80a29c81ff5cffcb2b959708dcf369ce337ad81c317fc343c063b9455,Internal Improvement,Needs CR fixes,Minor,23,6,3,2019-07-18 04:55:00.877000000,174
9c2f190843eef8544f8ea600618763cc488813f2e3f0a38e24cba15524537470,Bug,Development Backlog,Trivial,23,5,3,2016-12-15 07:44:29.739000000,1119
f1ace8aa5fb4d2369bc5578779ab75cc273c2d2339abf6c7b0eeb9e1a903d265,Epic,Cancelled,Minor,23,3,3,2018-08-15 17:27:17.045000000,511
a35a3ae6ae14cc866cbf55e2a3700a602483f8e9656d93fc46c59635457321d1,Bug,Development Backlog,Major,23,1,3,2018-02-14 10:33:39.471000000,693
6c8fa4221b6a2e7dc9849fa543dd944d5896819930124defdb3ab9cb3549aa55,Epic,On Hold,Minor,22,3,3,2018-03-16 04:46:48.858000000,663
1fcc48962abcb1b0961ff70090808abfb67b37a9c475c7aeb633b08d69b3f24c,New Feature or Improvement,Development Backlog,Trivial,22,1,3,2018-11-07 04:11:21.699000000,427
5aa8273ce33d053ca326af3fc11ca8cca394c01d6bb927bdb40ed4fedb3c22a6,New Feature or Improvement,Development Backlog,Trivial,21,5,3,2018-02-12 07:55:43.246000000,695
5f185c689c3cdf11df323d0c425330647b1ac7aca283971ec74b35ce602a64e8,Internal Improvement,Needs CR fixes,Major,21,4,3,2019-08-30 05:25:00.211000000,131
bd712ca9bd55cea13a988fff5e40d6d43cc30b3a0f2446932423a849e557e87b,Internal Improvement,Development,Minor,21,3,3,2019-05-30 04:07:28.628000000,223
cada68eb2a3b5fae33ad941a93477de13fabe556244f2c6e607541df3a4b01d7,New Feature or Improvement,In Backlog,Minor,21,1,3,2019-08-15 14:35:15.289000000,146
90add1ba0c4eb4b7775b962fa83305d29018dfae1bed9b109b5ac8424bef5cac,Internal Improvement,Testing,Minor,20,9,3,2019-11-27 08:06:08.043000000,42
cd3a61875220c34674380cca82c927189b9800b47c327325d917a9f2a6115116,Internal Improvement,Spec design,Minor,20,4,3,2019-08-05 10:09:18.111000000,156
1ac68039b09c08647cb945234567e3f16080e8ac7342e4b5c343387569aeaf52,Bug,Testing,Major,20,3,3,2019-11-21 09:53:43.317000000,48
b53e46575356ddf65c20ecf2af8112e59f2f39196e8bae4aa7b0661ff1f88037,New Feature or Improvement,Development Backlog,Trivial,20,2,3,2018-09-05 05:28:06.889000000,490
b93813cefc2ceedf517d536f3875e6b7adde83b51d0b89af6efaaf884e3705da,New Feature or Improvement,Testing,Trivial,19,5,3,2019-08-27 09:44:07.999000000,134
88136bb9a014730cebfcdadd92af17298bd8d0799eaa23a0ed617ed23d4bf1fa,Bug,Development On Hold,Major,19,5,3,2019-08-20 06:06:46.510000000,141
24eb43479fce057e6afbb9fdb043cb810061bba44ad58cb47325be07f7ac2ee4,Bug,Testing On Hold,Major,19,2,3,2019-04-08 07:15:39.964000000,275
5e27f857d23743ac08606ba96839b56ea87922328e6970adb8e282cdd906702c,Bug,Development On Hold,Minor,19,2,3,2019-01-02 18:03:51.271000000,371
9c461ecb94ee1c078f7c05bf2645260b151ee3bef419ebc64a44946bd5d483fd,New Feature or Improvement,Code review,Major,18,11,3,2018-05-21 07:37:12.876000000,597
f0db9117f19a737769200216c679e815adb6deeff420197a5a80616486a0dda8,Bug,Development Backlog,Minor,18,6,3,2019-06-03 10:18:20.229000000,219
a8a21b9475c8dcee8e59382d44d60089aac7ca944fb79d92e3a55b0ac6829d93,Internal Improvement,Needs QA fixes,Minor,18,3,3,2019-04-27 18:49:18.208000000,256
9d21653c0a5e89095e8e7d6e4fb71684b9fd3599baa5e0653a2d5dce8d43a4c0,Internal Improvement,Testing,Major,18,3,3,2018-11-28 20:47:11.216000000,406
07478bf462a867f9c0690f0b6d0d1a503d6b0f37a29977e79d95982a4e054ec6,Internal Improvement,CR On Hold,Minor,18,2,3,2019-08-19 07:30:59.762000000,142
c664d12e8c747b43eb15e1f27c312c2154452724ce34cacfa4c8550a5ad646d2,Internal Improvement,In Backlog,Minor,18,2,3,2016-01-16 07:34:27.728000000,1453
0362ae5893bc96a174f43639ec9fe31a2c84102f8e9cb86b7264e0b609d6bf8a,New Feature or Improvement,Development,Major,18,1,3,2019-08-15 14:43:50.727000000,146
2e6c3d4d110daada560336ae246b86719d84836ebff789b0f29baac637c90f22,Bug,Development Backlog,Minor,17,4,3,2018-05-11 18:55:44.966000000,607
a71f230f445d4973595791a7de1e668b9de08565ec8321001159e45173515061,New Feature or Improvement,Development On Hold,Critical,17,2,3,2019-10-16 10:09:01.433000000,84
